session,subjid,agent,costCond,visibilityCond,resourceCond,counterbalance,ownBPsize,points,step_expense,step_other_expense,energy_expense,other_expense,helping_event,steps,helpful_steps,helped,partnerHelped,partnerHelpingEvents,partnerHelpfulSteps
WS4jHMiQ5Wvznv,WS4jHMiQ5Wvznvred,red,low,self,even,14.0,4,2879,580.0,18.0,580.0,18.0,2,531,18,True,False,0,0
Wc6dBMYJqBoTgM,Wc6dBMYJqBoTgMpurple,purple,high,self,even,3.0,4,1315,454.0,75.0,869.0,150.0,18,435,87,True,True,19,85
Wc6dBMYJqBoTgM,Wc6dBMYJqBoTgMred,red,high,self,even,3.0,4,1138,469.0,73.0,904.0,146.0,19,468,85,True,True,18,87
WfKAXB16bRWIhN,WfKAXB16bRWIhNpurple,purple,high,full,uneven,9.0,3,365,549.5,0.0,1089.0,0.0,0,604,0,False,False,0,0
WfKAXB16bRWIhN,WfKAXB16bRWIhNred,red,high,full,uneven,9.0,5,1238,455.5,0.0,894.0,0.0,0,484,0,False,False,0,0
Ws3gYpmT60Husl,Ws3gYpmT60Huslpurple,purple,low,full,even,10.0,4,3166,517.0,13.0,517.0,13.0,2,471,13,True,True,2,11
Ws3gYpmT60Husl,Ws3gYpmT60Huslred,red,low,full,even,10.0,4,3184,517.0,11.0,517.0,11.0,2,473,11,True,True,2,13
WtknHVwSndxWVi,WtknHVwSndxWVipurple,purple,high,full,uneven,0.0,5,1156,474.5,18.0,919.0,36.0,4,498,24,True,True,2,10
WtknHVwSndxWVi,WtknHVwSndxWVired,red,high,full,uneven,0.0,3,421,558.5,6.0,1087.0,12.0,2,597,10,True,True,4,24
WxnxzmERexQ5bW,WxnxzmERexQ5bWpurple,purple,high,full,uneven,1.0,5,1104,457.0,166.0,914.0,332.0,38,472,166,True,True,27,147
WxnxzmERexQ5bW,WxnxzmERexQ5bWred,red,high,full,uneven,1.0,3,1321,439.0,142.0,873.0,284.0,27,438,147,True,True,38,166
X0iPMkJ7Liehhg,X0iPMkJ7Liehhgpurple,purple,high,full,uneven,0.0,5,1186,469.0,106.0,904.0,212.0,25,476,106,True,True,20,96
X0iPMkJ7Liehhg,X0iPMkJ7Liehhgred,red,high,full,uneven,0.0,3,607,540.0,92.0,1050.0,184.0,20,521,96,True,True,25,106
X5wp8pn3jjnYZN,X5wp8pn3jjnYZNpurple,purple,low,full,uneven,10.0,3,2395,647.0,9.0,647.0,9.0,1,584,9,True,True,5,28
X5wp8pn3jjnYZN,X5wp8pn3jjnYZNred,red,low,full,uneven,10.0,5,2911,572.0,28.0,572.0,28.0,5,517,28,True,True,1,9
X8DGej05HelKX5,X8DGej05HelKX5purple,purple,low,self,uneven,3.0,5,3005,554.0,20.0,554.0,20.0,3,490,20,True,True,2,17
X8DGej05HelKX5,X8DGej05HelKX5red,red,low,self,uneven,3.0,3,2009,748.0,17.0,748.0,17.0,2,683,17,True,True,3,20
XMuf3RR57NU3m5,XMuf3RR57NU3m5purple,purple,low,full,even,0.0,4,2827,583.0,6.0,583.0,6.0,1,498,6,True,True,1,11
XMuf3RR57NU3m5,XMuf3RR57NU3m5red,red,low,full,even,0.0,4,2891,563.0,11.0,563.0,11.0,1,508,11,True,True,1,6
XN0GbPB6FoPUiK,XN0GbPB6FoPUiKpurple,purple,low,full,even,0.0,4,2939,538.0,119.0,538.0,119.0,23,475,119,True,True,25,140
XN0GbPB6FoPUiK,XN0GbPB6FoPUiKred,red,low,full,even,0.0,4,2761,585.0,140.0,585.0,140.0,25,514,140,True,True,23,119
XPEC7FMBuuCPir,XPEC7FMBuuCPirpurple,purple,low,self,even,8.0,4,2969,555.0,6.0,555.0,6.0,1,517,6,True,False,0,0
XPEC7FMBuuCPir,XPEC7FMBuuCPirred,red,low,self,even,8.0,4,3184,524.0,0.0,524.0,0.0,0,457,0,False,True,1,6
XckY2QM5ENLITA,XckY2QM5ENLITApurple,purple,high,self,even,4.0,4,675,517.5,6.0,1000.0,12.0,1,529,6,True,False,0,0
XckY2QM5ENLITA,XckY2QM5ENLITAred,red,high,self,even,4.0,4,816,505.0,0.0,980.0,0.0,0,527,0,False,True,1,6
Y5Ee8GJWeqjlXt,Y5Ee8GJWeqjlXtpurple,purple,high,self,even,9.0,4,935,482.0,1.0,949.0,2.0,1,498,1,True,True,2,10
Y5Ee8GJWeqjlXt,Y5Ee8GJWeqjlXtred,red,high,self,even,9.0,4,898,483.0,10.0,956.0,20.0,2,498,10,True,True,1,1
YBWIqz1EycDN60,YBWIqz1EycDN60purple,purple,high,full,even,7.0,4,1092,474.0,9.0,938.0,18.0,1,489,9,True,True,2,15
YBWIqz1EycDN60,YBWIqz1EycDN60red,red,high,full,even,7.0,4,799,512.0,15.0,1009.0,30.0,2,573,15,True,True,1,9
YTLpZxpJ8wFKYn,YTLpZxpJ8wFKYnpurple,purple,high,self,even,3.0,4,807,524.5,17.0,1004.0,34.0,2,492,17,True,True,5,25
YTLpZxpJ8wFKYn,YTLpZxpJ8wFKYnred,red,high,self,even,3.0,4,1075,474.0,23.0,933.0,46.0,5,531,25,True,True,2,17
YWQLeBYIyGGU9K,YWQLeBYIyGGU9Kpurple,purple,low,self,even,2.0,4,3131,528.0,8.0,528.0,8.0,1,477,8,True,True,2,21
YWQLeBYIyGGU9K,YWQLeBYIyGGU9Kred,red,low,self,even,2.0,4,2158,693.0,21.0,693.0,21.0,2,625,21,True,True,1,8
YlscJqG1VAqfiK,YlscJqG1VAqfiKpurple,purple,low,self,even,4.0,4,2514,626.0,7.0,626.0,7.0,1,542,7,True,True,2,5
YlscJqG1VAqfiK,YlscJqG1VAqfiKred,red,low,self,even,4.0,4,3181,524.0,5.0,524.0,5.0,2,473,5,True,True,1,7
YxsTXkl8CaN1X6,YxsTXkl8CaN1X6purple,purple,high,full,uneven,12.0,3,365,549.5,0.0,1089.0,0.0,0,600,0,False,False,0,0
YxsTXkl8CaN1X6,YxsTXkl8CaN1X6red,red,high,full,uneven,12.0,5,1224,462.5,0.0,900.0,0.0,0,448,0,False,False,0,0
Z1MmUYkU8HcnwY,Z1MmUYkU8HcnwYpurple,purple,low,self,uneven,3.0,5,3125,520.0,53.0,520.0,53.0,11,480,53,True,True,6,35
Z1MmUYkU8HcnwY,Z1MmUYkU8HcnwYred,red,low,self,uneven,3.0,3,2548,628.0,35.0,628.0,35.0,6,554,35,True,True,11,53
Z7SpYO22HIBbPM,Z7SpYO22HIBbPMpurple,purple,low,self,uneven,5.0,3,2289,661.0,0.0,661.0,0.0,0,592,0,False,False,0,0
Z7SpYO22HIBbPM,Z7SpYO22HIBbPMred,red,low,self,uneven,5.0,5,2636,625.0,0.0,625.0,0.0,0,577,0,False,False,0,0
ZCt3dSGHyf9oWx,ZCt3dSGHyf9oWxpurple,purple,high,self,uneven,7.0,3,584,549.5,33.0,1034.0,66.0,7,473,33,True,True,16,101
ZCt3dSGHyf9oWx,ZCt3dSGHyf9oWxred,red,high,self,uneven,7.0,5,839,519.5,39.5,1004.0,79.0,16,590,101,True,True,7,33
ZCyWpcTWCd7jgp,ZCyWpcTWCd7jgppurple,purple,low,self,even,8.0,4,3262,499.0,51.0,499.0,51.0,11,469,51,True,True,11,51
ZCyWpcTWCd7jgp,ZCyWpcTWCd7jgpred,red,low,self,even,8.0,4,3372,483.0,51.0,483.0,51.0,11,446,51,True,True,11,51
ZXML2nj8JylBEL,ZXML2nj8JylBELpurple,purple,high,full,even,13.0,4,1006,472.0,81.0,944.0,162.0,11,473,81,True,True,10,49
ZXML2nj8JylBEL,ZXML2nj8JylBELred,red,high,full,even,13.0,4,1228,454.0,49.0,898.0,98.0,10,472,49,True,True,11,81
ZXaM33h4ObwfWo,ZXaM33h4ObwfWopurple,purple,high,self,uneven,9.0,3,709,516.0,53.0,1012.0,106.0,9,621,53,True,True,10,52
ZXaM33h4ObwfWo,ZXaM33h4ObwfWored,red,high,self,uneven,9.0,5,1211,470.0,40.0,900.0,80.0,10,458,52,True,True,9,53
ZYj0ZWjZBPKjxg,ZYj0ZWjZBPKjxgpurple,purple,low,self,uneven,7.0,5,3243,484.0,63.0,484.0,63.0,15,466,63,True,True,9,47
ZYj0ZWjZBPKjxg,ZYj0ZWjZBPKjxgred,red,low,self,uneven,7.0,3,3138,548.0,47.0,548.0,47.0,9,493,47,True,True,15,63
ZhYqU9gVYgKHJl,ZhYqU9gVYgKHJlpurple,purple,low,full,uneven,11.0,3,2148,661.0,13.0,661.0,13.0,3,620,13,True,True,4,26
ZhYqU9gVYgKHJl,ZhYqU9gVYgKHJlred,red,low,full,uneven,11.0,5,3168,521.0,26.0,521.0,26.0,4,460,26,True,True,3,13
Zisun9RYqiYFiK,Zisun9RYqiYFiKpurple,purple,high,full,even,15.0,4,1071,479.0,27.0,943.0,54.0,7,456,27,True,True,9,66
Zisun9RYqiYFiK,Zisun9RYqiYFiKred,red,high,full,even,15.0,4,974,477.0,52.0,954.0,104.0,9,518,66,True,True,7,27
a4t2VPZA11vQid,a4t2VPZA11vQidpurple,purple,high,full,even,11.0,4,823,511.0,0.0,977.0,0.0,0,488,0,False,False,0,0
a4t2VPZA11vQid,a4t2VPZA11vQidred,red,high,full,even,11.0,4,823,496.0,0.0,977.0,0.0,0,499,0,False,False,0,0
aLZ9I3JA6PvPXG,aLZ9I3JA6PvPXGpurple,purple,high,full,uneven,2.0,5,854,520.5,72.0,984.0,144.0,19,488,79,True,True,14,83
aLZ9I3JA6PvPXG,aLZ9I3JA6PvPXGred,red,high,full,uneven,2.0,3,876,531.5,83.0,988.0,166.0,14,528,83,True,True,19,79
aV3wUjPXaxYIFk,aV3wUjPXaxYIFkpurple,purple,low,full,uneven,2.0,3,2354,626.0,114.0,626.0,114.0,23,562,114,True,True,25,94
aV3wUjPXaxYIFk,aV3wUjPXaxYIFkred,red,low,full,uneven,2.0,5,3170,514.0,83.0,514.0,83.0,25,427,94,True,True,23,114
aZNoBH3CKa8Id0,aZNoBH3CKa8Id0purple,purple,low,self,even,11.0,4,3016,525.0,49.0,525.0,49.0,10,480,49,True,True,11,66
aZNoBH3CKa8Id0,aZNoBH3CKa8Id0red,red,low,self,even,11.0,4,3276,497.0,66.0,497.0,66.0,11,460,66,True,True,10,49
b1R4Q8GF2ktTCZ,b1R4Q8GF2ktTCZpurple,purple,low,full,uneven,4.0,5,3386,475.0,122.0,475.0,122.0,29,454,122,True,True,20,92
b1R4Q8GF2ktTCZ,b1R4Q8GF2ktTCZred,red,low,full,uneven,4.0,3,3258,501.0,92.0,501.0,92.0,20,429,92,True,True,29,122
bL56aPv7CiRj88,bL56aPv7CiRj88purple,purple,high,self,uneven,0.0,5,1263,452.0,1.0,889.0,2.0,1,446,1,True,False,0,0
bL56aPv7CiRj88,bL56aPv7CiRj88red,red,high,self,uneven,0.0,3,528,523.0,0.0,1046.0,0.0,0,581,0,False,True,1,1
bSxiPUDOjnyQuF,bSxiPUDOjnyQuFpurple,purple,low,self,even,10.0,4,3111,530.0,0.0,530.0,0.0,0,488,0,False,False,0,0
bSxiPUDOjnyQuF,bSxiPUDOjnyQuFred,red,low,self,even,10.0,4,3086,541.0,0.0,541.0,0.0,0,482,0,False,False,0,0
bT9iNxrIJUbtdr,bT9iNxrIJUbtdrpurple,purple,high,self,even,0.0,4,797,505.0,0.0,985.0,0.0,0,512,0,False,False,0,0
bT9iNxrIJUbtdr,bT9iNxrIJUbtdrred,red,high,self,even,0.0,4,811,507.0,0.0,979.0,0.0,0,492,0,False,False,0,0
bUEUPScS4YLfoK,bUEUPScS4YLfoKpurple,purple,low,self,uneven,9.0,3,2540,611.0,0.0,611.0,0.0,0,590,0,False,False,0,0
bUEUPScS4YLfoK,bUEUPScS4YLfoKred,red,low,self,uneven,9.0,5,3163,517.0,0.0,517.0,0.0,0,456,0,False,False,0,0
bVmYLCYVLxicfd,bVmYLCYVLxicfdpurple,purple,low,self,uneven,0.0,5,3268,500.0,0.0,500.0,0.0,0,446,0,False,False,0,0
bVmYLCYVLxicfd,bVmYLCYVLxicfdred,red,low,self,uneven,0.0,3,2529,637.0,0.0,637.0,0.0,0,584,0,False,False,0,0
bmhBXmNWjwNyti,bmhBXmNWjwNytipurple,purple,high,full,uneven,8.0,3,401,550.5,0.0,1081.0,0.0,0,590,0,False,False,0,0
bmhBXmNWjwNyti,bmhBXmNWjwNytired,red,high,full,uneven,8.0,5,1206,464.0,0.0,903.0,0.0,0,452,0,False,False,0,0
bqngvoeTJeuWeN,bqngvoeTJeuWeNpurple,purple,low,self,even,12.0,4,3182,496.0,29.0,496.0,29.0,3,460,29,True,True,4,28
bqngvoeTJeuWeN,bqngvoeTJeuWeNred,red,low,self,even,12.0,4,2899,558.0,28.0,558.0,28.0,4,519,28,True,True,3,29
cAwC1TGSkrbnoj,cAwC1TGSkrbnojpurple,purple,high,self,even,4.0,4,776,534.0,53.0,998.0,106.0,11,455,53,True,True,23,138
cAwC1TGSkrbnoj,cAwC1TGSkrbnojred,red,high,self,even,4.0,4,346,597.5,138.0,1108.0,276.0,23,695,138,True,True,11,53
cQno7de90Nisv8,cQno7de90Nisv8purple,purple,low,full,even,6.0,4,2983,550.0,49.0,550.0,49.0,7,513,49,True,True,7,52
cQno7de90Nisv8,cQno7de90Nisv8red,red,low,full,even,6.0,4,3281,492.0,52.0,492.0,52.0,7,452,52,True,True,7,49
cSRsRtAbohj0hL,cSRsRtAbohj0hLpurple,purple,high,self,uneven,1.0,3,1127,493.0,41.0,908.0,82.0,11,403,41,True,True,24,116
cSRsRtAbohj0hL,cSRsRtAbohj0hLred,red,high,self,uneven,1.0,5,1063,497.5,109.0,950.0,218.0,24,508,116,True,True,11,41
cZ2Vm2T1IneMta,cZ2Vm2T1IneMtapurple,purple,low,full,even,12.0,4,3209,506.0,50.0,506.0,50.0,10,475,50,True,True,9,42
cZ2Vm2T1IneMta,cZ2Vm2T1IneMtared,red,low,full,even,12.0,4,3220,504.0,42.0,504.0,42.0,9,462,42,True,True,10,50
cea8hSnEkGlya1,cea8hSnEkGlya1purple,purple,low,full,even,0.0,4,3071,552.0,11.0,552.0,11.0,3,493,11,True,True,2,13
cea8hSnEkGlya1,cea8hSnEkGlya1red,red,low,full,even,0.0,4,3083,539.0,13.0,539.0,13.0,2,466,13,True,True,3,11
clx9egCH9BD66t,clx9egCH9BD66tpurple,purple,high,full,even,10.0,4,972,481.5,15.0,943.0,30.0,7,538,42,True,True,1,10
clx9egCH9BD66t,clx9egCH9BD66tred,red,high,full,even,10.0,4,1093,492.0,10.0,928.0,20.0,1,414,10,True,True,7,42
d2YvnIb1SzT5XL,d2YvnIb1SzT5XLpurple,purple,high,self,even,0.0,4,847,493.0,0.0,971.0,0.0,0,500,0,False,False,0,0
d2YvnIb1SzT5XL,d2YvnIb1SzT5XLred,red,high,self,even,0.0,4,827,495.0,0.0,975.0,0.0,0,479,0,False,False,0,0
dHW5OLkb8K4Sqd,dHW5OLkb8K4Sqdpurple,purple,high,self,even,12.0,4,812,505.0,0.0,980.0,0.0,0,501,0,False,False,0,0
dHW5OLkb8K4Sqd,dHW5OLkb8K4Sqdred,red,high,self,even,12.0,4,827,495.0,0.0,975.0,0.0,0,476,0,False,False,0,0
dfrrqJ9CgL6had,dfrrqJ9CgL6hadpurple,purple,high,full,uneven,0.0,5,1232,459.0,2.0,898.0,4.0,2,448,2,True,False,0,0
dfrrqJ9CgL6had,dfrrqJ9CgL6hadred,red,high,full,uneven,0.0,3,309,555.5,0.0,1101.0,0.0,0,599,0,False,True,2,2
dmTiVlq5I8a5zG,dmTiVlq5I8a5zGpurple,purple,low,self,uneven,5.0,5,3103,539.0,6.0,539.0,6.0,1,474,6,True,False,0,0
dmTiVlq5I8a5zG,dmTiVlq5I8a5zGred,red,low,self,uneven,5.0,3,2401,660.0,0.0,660.0,0.0,0,594,0,False,True,1,6
dmejtjxb2oH5lo,dmejtjxb2oH5lopurple,purple,low,full,uneven,13.0,3,3298,494.0,55.0,494.0,55.0,15,419,55,True,True,26,105
dmejtjxb2oH5lo,dmejtjxb2oH5lored,red,low,full,uneven,13.0,5,3580,451.0,105.0,451.0,105.0,26,434,105,True,True,15,55
e5Jo6R4H6phjhc,e5Jo6R4H6phjhcpurple,purple,high,self,uneven,2.0,5,1141,486.0,13.0,927.0,26.0,4,472,21,True,True,4,15
e5Jo6R4H6phjhc,e5Jo6R4H6phjhcred,red,high,self,uneven,2.0,3,434,548.5,15.0,1072.0,30.0,4,612,15,True,True,4,21
eHJwnNWVTuevGV,eHJwnNWVTuevGVpurple,purple,low,full,uneven,13.0,3,2539,615.0,25.0,615.0,25.0,5,578,25,True,True,7,20
eHJwnNWVTuevGV,eHJwnNWVTuevGVred,red,low,full,uneven,13.0,5,3312,502.0,20.0,502.0,20.0,7,432,20,True,True,5,25
eahENvyR1hEzyy,eahENvyR1hEzyypurple,purple,high,self,even,15.0,4,939,490.0,12.0,960.0,24.0,1,504,12,True,True,1,6
eahENvyR1hEzyy,eahENvyR1hEzyyred,red,high,self,even,15.0,4,846,503.5,6.0,987.0,12.0,1,489,6,True,True,1,12
eajm87VGaWLtSZ,eajm87VGaWLtSZpurple,purple,low,full,even,14.0,4,3023,552.0,0.0,552.0,0.0,0,490,0,False,False,0,0
eajm87VGaWLtSZ,eajm87VGaWLtSZred,red,low,full,even,14.0,4,3129,530.0,0.0,530.0,0.0,0,482,0,False,False,0,0
ehbYdmt9iiMOvV,ehbYdmt9iiMOvVpurple,purple,high,self,even,5.0,4,1368,433.0,37.0,866.0,74.0,9,448,37,True,True,10,46
ehbYdmt9iiMOvV,ehbYdmt9iiMOvVred,red,high,self,even,5.0,4,1372,433.0,32.0,866.0,64.0,10,447,46,True,True,9,37
ehhMvavT6IT2p5,ehhMvavT6IT2p5purple,purple,low,self,uneven,11.0,3,3187,516.0,5.0,516.0,5.0,3,449,5,True,True,12,84
ehhMvavT6IT2p5,ehhMvavT6IT2p5red,red,low,self,uneven,11.0,5,3231,511.0,84.0,511.0,84.0,12,484,84,True,True,3,5
eoMZxUK4khXpzf,eoMZxUK4khXpzfpurple,purple,low,self,even,2.0,4,3238,501.0,2.0,501.0,2.0,2,445,2,True,True,2,25
eoMZxUK4khXpzf,eoMZxUK4khXpzfred,red,low,self,even,2.0,4,3100,536.0,25.0,536.0,25.0,2,488,25,True,True,2,2
eySzqtn656jetd,eySzqtn656jetdpurple,purple,high,full,even,1.0,4,1166,453.0,50.0,901.0,100.0,13,458,61,True,True,11,37
eySzqtn656jetd,eySzqtn656jetdred,red,high,full,even,1.0,4,1379,441.5,31.0,863.0,62.0,11,430,37,True,True,13,61
f6Lw9cmXJxY5o9,f6Lw9cmXJxY5o9purple,purple,high,full,even,10.0,4,1201,459.0,0.0,903.0,0.0,0,460,0,False,True,2,18
f6Lw9cmXJxY5o9,f6Lw9cmXJxY5o9red,red,high,full,even,10.0,4,686,515.5,18.0,1021.0,36.0,2,563,18,True,False,0,0
fDAlORuC7CcToO,fDAlORuC7CcToOpurple,purple,high,self,uneven,1.0,5,869,512.0,6.0,989.0,12.0,1,510,6,True,False,0,0
fDAlORuC7CcToO,fDAlORuC7CcToOred,red,high,self,uneven,1.0,3,267,575.0,0.0,1115.0,0.0,0,650,0,False,True,1,6
fTeRNTUSx26CsC,fTeRNTUSx26CsCpurple,purple,high,self,even,15.0,4,787,503.0,0.0,985.0,0.0,0,501,0,False,False,0,0
fTeRNTUSx26CsC,fTeRNTUSx26CsCred,red,high,self,even,15.0,4,819,501.5,0.0,978.0,0.0,0,512,0,False,False,0,0
fUNmskwebiBzHu,fUNmskwebiBzHupurple,purple,low,self,even,0.0,4,3305,491.0,115.0,491.0,115.0,19,462,115,True,True,19,103
fUNmskwebiBzHu,fUNmskwebiBzHured,red,low,self,even,0.0,4,3337,487.0,102.0,487.0,102.0,19,452,103,True,True,19,115
g6Upbjw9ndtUvW,g6Upbjw9ndtUvWpurple,purple,low,full,even,9.0,4,2934,547.0,34.0,547.0,34.0,8,508,34,True,True,9,49
g6Upbjw9ndtUvW,g6Upbjw9ndtUvWred,red,low,full,even,9.0,4,3175,513.0,49.0,513.0,49.0,9,478,49,True,True,8,34
g9RbB9CKARlXqZ,g9RbB9CKARlXqZpurple,purple,low,self,uneven,9.0,3,2629,593.0,9.0,593.0,9.0,2,565,9,True,True,5,28
g9RbB9CKARlXqZ,g9RbB9CKARlXqZred,red,low,self,uneven,9.0,5,3213,513.0,28.0,513.0,28.0,5,470,28,True,True,2,9
gA6I24mQCRlplv,gA6I24mQCRlplvpurple,purple,high,full,uneven,14.0,3,342,552.0,12.0,1094.0,24.0,2,608,12,True,False,0,0
gA6I24mQCRlplv,gA6I24mQCRlplvred,red,high,full,uneven,14.0,5,1148,482.0,0.0,924.0,0.0,0,472,0,False,True,2,12
gLJ5JQY3k3NKso,gLJ5JQY3k3NKsopurple,purple,low,self,uneven,10.0,3,3173,533.0,95.0,533.0,95.0,18,460,95,True,True,25,89
gLJ5JQY3k3NKso,gLJ5JQY3k3NKsored,red,low,self,uneven,10.0,5,3366,487.0,89.0,487.0,89.0,25,440,89,True,True,18,95
gTRM2td1f8g75y,gTRM2td1f8g75ypurple,purple,low,self,uneven,0.0,5,2463,644.0,12.0,644.0,12.0,2,598,12,True,True,1,7
gTRM2td1f8g75y,gTRM2td1f8g75yred,red,low,self,uneven,0.0,3,2451,655.0,7.0,655.0,7.0,1,581,7,True,True,2,12
ge72bi8WT37W4P,ge72bi8WT37W4Ppurple,purple,low,full,even,8.0,4,3185,510.0,104.0,510.0,104.0,21,477,104,True,True,21,85
ge72bi8WT37W4P,ge72bi8WT37W4Pred,red,low,full,even,8.0,4,3545,450.0,85.0,450.0,85.0,21,413,85,True,True,21,104
gsABAaOP8uOiCM,gsABAaOP8uOiCMpurple,purple,high,full,even,7.0,4,1051,505.0,81.0,920.0,162.0,21,499,97,True,True,23,96
gsABAaOP8uOiCM,gsABAaOP8uOiCMred,red,high,full,even,7.0,4,420,586.5,85.0,1093.0,170.0,23,551,96,True,True,21,97
gveKFkS64H1yip,gveKFkS64H1yippurple,purple,high,full,uneven,15.0,3,1200,460.0,57.0,900.0,114.0,13,414,57,True,True,25,117
gveKFkS64H1yip,gveKFkS64H1yipred,red,high,full,uneven,15.0,5,1196,453.0,117.0,901.0,234.0,25,470,117,True,True,13,57
h2rgccCXDFdHoM,h2rgccCXDFdHoMpurple,purple,high,full,uneven,4.0,5,1284,436.5,113.0,863.0,226.0,28,450,114,True,True,18,85
h2rgccCXDFdHoM,h2rgccCXDFdHoMred,red,high,full,uneven,4.0,3,1243,464.0,79.0,888.0,158.0,18,458,85,True,True,28,114
hYVGa4iFoyeVVy,hYVGa4iFoyeVVypurple,purple,high,self,even,12.0,4,786,499.5,0.0,984.0,0.0,0,498,0,False,False,0,0
hYVGa4iFoyeVVy,hYVGa4iFoyeVVyred,red,high,self,even,12.0,4,804,511.0,0.0,982.0,0.0,0,487,0,False,False,0,0
hifL60ShHbrzTZ,hifL60ShHbrzTZpurple,purple,high,full,uneven,2.0,5,1223,459.5,0.0,899.0,0.0,0,485,0,False,False,0,0
hifL60ShHbrzTZ,hifL60ShHbrzTZred,red,high,full,uneven,2.0,3,412,538.0,0.0,1076.0,0.0,0,608,0,False,False,0,0
houjqcWO2aD5Ov,houjqcWO2aD5Ovpurple,purple,high,self,uneven,6.0,5,1188,466.5,0.0,908.0,0.0,0,514,0,False,False,0,0
houjqcWO2aD5Ov,houjqcWO2aD5Ovred,red,high,self,uneven,6.0,3,372,544.5,0.0,1084.0,0.0,0,597,0,False,False,0,0
hqdXjJ50oSQrNk,hqdXjJ50oSQrNkpurple,purple,low,full,uneven,9.0,3,2287,664.0,0.0,664.0,0.0,0,620,0,False,False,0,0
hqdXjJ50oSQrNk,hqdXjJ50oSQrNkred,red,low,full,uneven,9.0,5,3234,504.0,0.0,504.0,0.0,0,453,0,False,False,0,0
hxh8tvpdPjCFh9,hxh8tvpdPjCFh9purple,purple,high,self,even,13.0,4,773,503.0,34.0,991.0,68.0,4,544,34,True,True,1,13
hxh8tvpdPjCFh9,hxh8tvpdPjCFh9red,red,high,self,even,13.0,4,999,489.0,13.0,948.0,26.0,1,461,13,True,True,4,34
iGDgW3dgzRD0xE,iGDgW3dgzRD0xEpurple,purple,low,full,uneven,11.0,3,2390,639.0,79.0,639.0,79.0,17,582,77,True,True,18,71
iGDgW3dgzRD0xE,iGDgW3dgzRD0xEred,red,low,full,uneven,11.0,5,3080,517.0,71.0,517.0,71.0,18,441,71,True,True,17,77
iadzI1R6uWA2BG,iadzI1R6uWA2BGpurple,purple,low,full,even,12.0,4,2881,552.0,2.0,552.0,2.0,2,503,2,True,True,2,2
iadzI1R6uWA2BG,iadzI1R6uWA2BGred,red,low,full,even,12.0,4,3051,543.0,2.0,543.0,2.0,2,476,2,True,True,2,2
