session,subjid,agent,costCond,visibilityCond,resourceCond,counterbalance,ownBPsize,points,step_expense,step_other_expense,energy_expense,other_expense,helping_event,steps,helpful_steps,helped,partnerHelped,partnerHelpingEvents,partnerHelpfulSteps
rvwiE1fqBe9AM9,rvwiE1fqBe9AM9purple,purple,high,full,uneven,5.0,5,1161,466.0,2.0,907.0,4.0,2,454,2,True,False,0,0
rvwiE1fqBe9AM9,rvwiE1fqBe9AM9red,red,high,full,uneven,5.0,3,500,540.0,0.0,1055.0,0.0,0,542,0,False,True,2,2
ryO9MvOSq3ZQUt,ryO9MvOSq3ZQUtpurple,purple,low,full,uneven,3.0,3,2697,608.0,20.0,608.0,20.0,3,546,20,True,True,7,36
ryO9MvOSq3ZQUt,ryO9MvOSq3ZQUtred,red,low,full,uneven,3.0,5,3042,552.0,36.0,552.0,36.0,7,469,36,True,True,3,20
s1AGWI2BmMFuFj,s1AGWI2BmMFuFjpurple,purple,high,full,even,11.0,4,720,516.5,7.0,1009.0,14.0,2,508,7,True,True,1,14
s1AGWI2BmMFuFj,s1AGWI2BmMFuFjred,red,high,full,even,11.0,4,925,490.5,14.0,961.0,28.0,1,474,14,True,True,2,7
s1l3iQC1AEnUJ5,s1l3iQC1AEnUJ5purple,purple,low,self,even,8.0,4,3148,532.0,12.0,532.0,12.0,1,480,12,True,False,0,0
s1l3iQC1AEnUJ5,s1l3iQC1AEnUJ5red,red,low,self,even,8.0,4,3240,511.0,0.0,511.0,0.0,0,461,0,False,True,1,12
sHlPosOc3ofSEM,sHlPosOc3ofSEMpurple,purple,high,full,uneven,12.0,3,791,499.0,26.0,983.0,52.0,7,504,26,True,True,11,35
sHlPosOc3ofSEM,sHlPosOc3ofSEMred,red,high,full,uneven,12.0,5,1247,459.0,35.0,893.0,70.0,11,438,35,True,True,7,26
sQEPerAS4yJ951,sQEPerAS4yJ951purple,purple,low,full,even,8.0,4,2954,561.0,0.0,561.0,0.0,0,496,0,False,False,0,0
sQEPerAS4yJ951,sQEPerAS4yJ951red,red,low,full,even,8.0,4,3209,518.0,0.0,518.0,0.0,0,458,0,False,False,0,0
sSDj42w2GOzQgp,sSDj42w2GOzQgppurple,purple,high,full,uneven,10.0,3,624,562.5,7.0,1030.0,14.0,1,533,7,True,True,7,34
sSDj42w2GOzQgp,sSDj42w2GOzQgpred,red,high,full,uneven,10.0,5,884,532.0,32.0,1003.0,64.0,7,494,34,True,True,1,7
sUySWjJjb9YD4I,sUySWjJjb9YD4Ipurple,purple,high,full,even,15.0,4,1004,495.0,39.0,960.0,78.0,11,517,48,True,True,5,31
sUySWjJjb9YD4I,sUySWjJjb9YD4Ired,red,high,full,even,15.0,4,1248,469.5,21.0,898.0,42.0,5,491,31,True,True,11,48
saQjVVcdrtHlWc,saQjVVcdrtHlWcpurple,purple,high,full,even,10.0,4,964,482.5,87.0,950.0,174.0,19,461,87,True,True,19,103
saQjVVcdrtHlWc,saQjVVcdrtHlWcred,red,high,full,even,10.0,4,1056,479.0,97.5,931.0,195.0,19,494,103,True,True,19,87
sdNusyrc7WKwEn,sdNusyrc7WKwEnpurple,purple,low,self,uneven,14.0,3,2663,602.0,37.0,602.0,37.0,6,517,37,True,True,16,114
sdNusyrc7WKwEn,sdNusyrc7WKwEnred,red,low,self,uneven,14.0,5,2679,603.0,114.0,603.0,114.0,16,550,114,True,True,6,37
smzTCpjQjzO75w,smzTCpjQjzO75wpurple,purple,high,self,even,13.0,4,1352,435.0,47.0,870.0,94.0,10,488,47,True,True,11,45
smzTCpjQjzO75w,smzTCpjQjzO75wred,red,high,self,even,13.0,4,1328,446.0,43.0,882.0,86.0,11,472,45,True,True,10,47
t6L8f69NEHDL7V,t6L8f69NEHDL7Vpurple,purple,low,self,uneven,8.0,3,2900,561.0,0.0,561.0,0.0,0,472,0,False,True,11,61
t6L8f69NEHDL7V,t6L8f69NEHDL7Vred,red,low,self,uneven,8.0,5,2877,573.0,61.0,573.0,61.0,11,533,61,True,False,0,0
tPOTp95eOzplmR,tPOTp95eOzplmRpurple,purple,low,full,even,6.0,4,2909,564.0,0.0,564.0,0.0,0,502,0,False,False,0,0
tPOTp95eOzplmR,tPOTp95eOzplmRred,red,low,full,even,6.0,4,2979,562.0,0.0,562.0,0.0,0,490,0,False,False,0,0
tQtlXcPITugmWr,tQtlXcPITugmWrpurple,purple,high,self,even,9.0,4,1332,437.0,56.0,874.0,112.0,15,435,57,True,True,15,71
tQtlXcPITugmWr,tQtlXcPITugmWrred,red,high,self,even,9.0,4,1248,445.0,71.0,890.0,142.0,15,444,71,True,True,15,57
tTzWVUafBlblR7,tTzWVUafBlblR7purple,purple,low,full,even,0.0,4,3239,508.0,22.0,508.0,22.0,2,481,22,True,True,1,11
tTzWVUafBlblR7,tTzWVUafBlblR7red,red,low,full,even,0.0,4,3143,524.0,11.0,524.0,11.0,1,470,11,True,True,2,22
taclqy4j1clbux,taclqy4j1clbuxpurple,purple,low,full,uneven,5.0,5,2895,551.0,45.0,551.0,45.0,11,498,45,True,True,8,51
taclqy4j1clbux,taclqy4j1clbuxred,red,low,full,uneven,5.0,3,2568,638.0,51.0,638.0,51.0,8,551,51,True,True,11,45
tgXnJilmKnniRs,tgXnJilmKnniRspurple,purple,low,full,uneven,0.0,5,3151,523.0,0.0,523.0,0.0,0,444,0,False,False,0,0
tgXnJilmKnniRs,tgXnJilmKnniRsred,red,low,full,uneven,0.0,3,2480,644.0,0.0,644.0,0.0,0,584,0,False,False,0,0
tifOihlQXXepB0,tifOihlQXXepB0purple,purple,high,self,uneven,8.0,3,991,502.0,38.0,950.0,76.0,11,426,50,True,True,25,99
tifOihlQXXepB0,tifOihlQXXepB0red,red,high,self,uneven,8.0,5,1200,453.0,97.0,906.0,194.0,25,493,99,True,True,11,50
tjLeadeIXDhNcj,tjLeadeIXDhNcjpurple,purple,high,full,uneven,7.0,5,1159,469.0,0.0,913.0,0.0,0,466,0,False,False,0,0
tjLeadeIXDhNcj,tjLeadeIXDhNcjred,red,high,full,uneven,7.0,3,302,576.0,0.0,1107.0,0.0,0,606,0,False,False,0,0
tk9UcqRWbZZjmb,tk9UcqRWbZZjmbpurple,purple,low,full,even,6.0,4,3288,508.0,70.0,508.0,70.0,15,464,68,True,True,13,72
tk9UcqRWbZZjmb,tk9UcqRWbZZjmbred,red,low,full,even,6.0,4,2989,564.0,72.0,564.0,72.0,13,491,72,True,True,15,68
tmdsDcY2zwomgI,tmdsDcY2zwomgIpurple,purple,low,full,uneven,8.0,3,2741,603.0,30.0,603.0,30.0,4,552,30,True,True,8,26
tmdsDcY2zwomgI,tmdsDcY2zwomgIred,red,low,full,uneven,8.0,5,3100,535.0,26.0,535.0,26.0,8,485,26,True,True,4,30
uHoTS2ROOLIs5h,uHoTS2ROOLIs5hpurple,purple,high,full,even,3.0,4,1049,478.0,13.0,941.0,26.0,7,466,13,True,True,5,40
uHoTS2ROOLIs5h,uHoTS2ROOLIs5hred,red,high,full,even,3.0,4,627,535.5,28.0,1031.0,56.0,5,536,40,True,True,7,13
uJKusy6bZo6nxr,uJKusy6bZo6nxrpurple,purple,low,full,uneven,5.0,5,1951,726.0,187.0,726.0,187.0,23,711,187,True,True,15,95
uJKusy6bZo6nxr,uJKusy6bZo6nxrred,red,low,full,uneven,5.0,3,2521,636.0,95.0,636.0,95.0,15,540,95,True,True,23,187
uaeO7LcVVuS0Z1,uaeO7LcVVuS0Z1purple,purple,low,full,even,11.0,4,3435,464.0,93.0,464.0,93.0,22,434,93,True,True,23,106
uaeO7LcVVuS0Z1,uaeO7LcVVuS0Z1red,red,low,full,even,11.0,4,3425,472.0,106.0,472.0,106.0,23,432,106,True,True,22,93
ucChqUN1ymnylP,ucChqUN1ymnylPpurple,purple,low,full,even,13.0,4,3020,535.0,0.0,535.0,0.0,0,492,0,False,False,0,0
ucChqUN1ymnylP,ucChqUN1ymnylPred,red,low,full,even,13.0,4,3004,556.0,0.0,556.0,0.0,0,493,0,False,False,0,0
uccX8B5f0br2b8,uccX8B5f0br2b8purple,purple,high,self,uneven,12.0,5,1036,490.0,40.0,933.0,80.0,22,595,121,True,True,9,69
uccX8B5f0br2b8,uccX8B5f0br2b8red,red,high,self,uneven,12.0,3,789,551.0,69.0,999.0,138.0,9,447,69,True,True,22,121
upoCxWMKNpMgbu,upoCxWMKNpMgbupurple,purple,low,full,uneven,14.0,3,3377,474.0,18.0,474.0,18.0,4,414,18,True,True,16,68
upoCxWMKNpMgbu,upoCxWMKNpMgbured,red,low,full,uneven,14.0,5,3316,498.0,68.0,498.0,68.0,16,484,68,True,True,4,18
upttvg6ik5LipZ,upttvg6ik5LipZpurple,purple,high,self,even,15.0,4,752,513.5,26.0,1012.0,52.0,3,519,26,True,True,2,11
upttvg6ik5LipZ,upttvg6ik5LipZred,red,high,self,even,15.0,4,1063,481.5,11.0,943.0,22.0,2,513,11,True,True,3,26
utdwJjYg9S6Dx6,utdwJjYg9S6Dx6purple,purple,high,self,uneven,7.0,5,1016,494.0,96.0,930.0,192.0,22,477,115,True,True,22,101
utdwJjYg9S6Dx6,utdwJjYg9S6Dx6red,red,high,self,uneven,7.0,3,502,550.5,103.0,1084.0,206.0,22,596,101,True,True,22,115
uxvgRgnJ8BWntF,uxvgRgnJ8BWntFpurple,purple,low,self,even,7.0,4,3307,497.0,117.0,497.0,117.0,22,455,117,True,True,21,101
uxvgRgnJ8BWntF,uxvgRgnJ8BWntFred,red,low,self,even,7.0,4,3512,464.0,101.0,464.0,101.0,21,422,101,True,True,22,117
uyqSL1z3jMSVFD,uyqSL1z3jMSVFDpurple,purple,high,full,even,5.0,4,1446,453.0,69.5,856.0,139.0,14,456,75,True,True,15,95
uyqSL1z3jMSVFD,uyqSL1z3jMSVFDred,red,high,full,even,5.0,4,1134,481.0,93.0,922.0,186.0,15,478,95,True,True,14,75
v5OJSphEm99Qwp,v5OJSphEm99Qwppurple,purple,low,self,even,5.0,4,3081,542.0,0.0,542.0,0.0,0,476,0,False,True,1,9
v5OJSphEm99Qwp,v5OJSphEm99Qwpred,red,low,self,even,5.0,4,3002,555.0,9.0,555.0,9.0,1,513,9,True,False,0,0
vA7UGvybSQysyD,vA7UGvybSQysyDpurple,purple,high,self,uneven,3.0,5,1140,473.0,60.0,926.0,120.0,16,491,80,True,True,11,73
vA7UGvybSQysyD,vA7UGvybSQysyDred,red,high,self,uneven,3.0,3,863,509.0,73.0,968.0,146.0,11,535,73,True,True,16,80
vCkogSq5b7No2T,vCkogSq5b7No2Tpurple,purple,high,full,uneven,12.0,3,838,506.0,18.0,992.0,36.0,2,546,18,True,True,9,59
vCkogSq5b7No2T,vCkogSq5b7No2Tred,red,high,full,uneven,12.0,5,1192,466.0,52.0,910.0,104.0,9,490,59,True,True,2,18
vHU7il4KtMWABV,vHU7il4KtMWABVpurple,purple,high,full,uneven,12.0,3,366,555.5,0.0,1091.0,0.0,0,612,0,False,True,1,1
vHU7il4KtMWABV,vHU7il4KtMWABVred,red,high,full,uneven,12.0,5,1218,457.0,1.0,899.0,2.0,1,436,1,True,False,0,0
vKUyXkeEF3b2fD,vKUyXkeEF3b2fDpurple,purple,low,full,uneven,6.0,5,3162,481.0,61.0,481.0,61.0,13,488,61,True,True,9,47
vKUyXkeEF3b2fD,vKUyXkeEF3b2fDred,red,low,full,uneven,6.0,3,2803,608.0,47.0,608.0,47.0,9,548,47,True,True,13,61
vNWAxTycdY5RKG,vNWAxTycdY5RKGpurple,purple,high,full,even,14.0,4,871,492.5,0.0,965.0,0.0,0,466,0,False,False,0,0
vNWAxTycdY5RKG,vNWAxTycdY5RKGred,red,high,full,even,14.0,4,803,508.0,0.0,981.0,0.0,0,525,0,False,False,0,0
vVKVGZeK8EuqGx,vVKVGZeK8EuqGxpurple,purple,low,full,even,14.0,4,3035,537.0,2.0,537.0,2.0,2,460,2,True,True,2,15
vVKVGZeK8EuqGx,vVKVGZeK8EuqGxred,red,low,full,even,14.0,4,2847,596.0,15.0,596.0,15.0,2,505,15,True,True,2,2
vpsp4L77u6fJdo,vpsp4L77u6fJdopurple,purple,high,self,even,9.0,4,1262,484.0,27.0,894.0,54.0,5,388,27,True,True,12,80
vpsp4L77u6fJdo,vpsp4L77u6fJdored,red,high,self,even,9.0,4,952,485.5,48.0,961.0,96.0,12,538,80,True,True,5,27
vqrBAUHbGaXO53,vqrBAUHbGaXO53purple,purple,low,full,uneven,10.0,5,3218,512.0,0.0,512.0,0.0,0,448,0,False,False,0,0
vqrBAUHbGaXO53,vqrBAUHbGaXO53red,red,low,full,uneven,10.0,3,2570,630.0,0.0,630.0,0.0,0,576,0,False,False,0,0
vtHWGpc72DWM7U,vtHWGpc72DWM7Upurple,purple,low,self,uneven,8.0,3,2513,603.0,16.0,603.0,16.0,3,579,16,True,True,5,30
vtHWGpc72DWM7U,vtHWGpc72DWM7Ured,red,low,self,uneven,8.0,5,3058,539.0,30.0,539.0,30.0,5,491,30,True,True,3,16
vxEsTrKUTqQqos,vxEsTrKUTqQqospurple,purple,low,full,uneven,5.0,5,3316,498.0,0.0,498.0,0.0,0,434,0,False,False,0,0
vxEsTrKUTqQqos,vxEsTrKUTqQqosred,red,low,full,uneven,5.0,3,2375,665.0,0.0,665.0,0.0,0,609,0,False,False,0,0
w2ixw51E2kOOXp,w2ixw51E2kOOXppurple,purple,low,self,even,6.0,4,3207,516.0,11.0,516.0,11.0,2,461,11,True,True,3,13
w2ixw51E2kOOXp,w2ixw51E2kOOXpred,red,low,self,even,6.0,4,3281,496.0,13.0,496.0,13.0,3,463,13,True,True,2,11
w3KYmUFUbws8ib,w3KYmUFUbws8ibpurple,purple,high,self,even,1.0,4,772,510.5,58.0,1006.0,116.0,12,612,71,True,True,4,28
w3KYmUFUbws8ib,w3KYmUFUbws8ibred,red,high,self,even,1.0,4,971,533.0,28.0,970.0,56.0,4,417,28,True,True,12,71
wICtidB7fjEuEu,wICtidB7fjEuEupurple,purple,high,self,even,0.0,4,1058,488.5,106.0,947.0,212.0,22,508,130,True,True,23,115
wICtidB7fjEuEu,wICtidB7fjEuEured,red,high,self,even,0.0,4,1104,473.5,95.5,922.0,191.0,23,502,115,True,True,22,130
wIZhL16JvntpuX,wIZhL16JvntpuXpurple,purple,high,full,even,15.0,4,794,537.5,23.5,1010.0,47.0,5,539,30,True,True,1,8
wIZhL16JvntpuX,wIZhL16JvntpuXred,red,high,full,even,15.0,4,1019,520.5,8.0,956.0,16.0,1,440,8,True,True,5,30
wf5vpjzpWcOZVE,wf5vpjzpWcOZVEpurple,purple,low,full,uneven,9.0,3,2067,703.0,0.0,703.0,0.0,0,628,0,False,False,0,0
wf5vpjzpWcOZVE,wf5vpjzpWcOZVEred,red,low,full,uneven,9.0,5,2744,574.0,0.0,574.0,0.0,0,467,0,False,False,0,0
woxKliqKtIfd83,woxKliqKtIfd83purple,purple,low,self,uneven,12.0,5,2728,558.0,47.0,558.0,47.0,13,551,60,True,True,7,38
woxKliqKtIfd83,woxKliqKtIfd83red,red,low,self,uneven,12.0,3,2488,658.0,38.0,658.0,38.0,7,570,38,True,True,13,60
wpOAdIHJFpYb3t,wpOAdIHJFpYb3tpurple,purple,low,full,even,15.0,4,2387,633.0,107.0,633.0,107.0,17,562,107,True,True,12,88
wpOAdIHJFpYb3t,wpOAdIHJFpYb3tred,red,low,full,even,15.0,4,2339,654.0,72.0,654.0,72.0,12,531,88,True,True,17,107
wsb7znJ8Quf08G,wsb7znJ8Quf08Gpurple,purple,high,self,uneven,8.0,3,824,506.0,11.0,987.0,22.0,4,489,11,True,True,11,45
wsb7znJ8Quf08G,wsb7znJ8Quf08Gred,red,high,self,uneven,8.0,5,1025,491.0,36.5,967.0,73.0,11,502,45,True,True,4,11
wz62ca4FtipVoE,wz62ca4FtipVoEpurple,purple,low,full,uneven,9.0,3,1877,757.0,0.0,757.0,0.0,0,656,0,False,True,6,44
wz62ca4FtipVoE,wz62ca4FtipVoEred,red,low,full,uneven,9.0,5,2660,603.0,25.0,603.0,25.0,6,564,44,True,False,0,0
x2HPhDBJve42yD,x2HPhDBJve42yDpurple,purple,high,full,even,2.0,4,810,487.5,18.0,960.0,36.0,4,499,18,True,True,3,15
x2HPhDBJve42yD,x2HPhDBJve42yDred,red,high,full,even,2.0,4,999,479.0,7.0,943.0,14.0,3,500,15,True,True,4,18
x3V05lvKjT0dBU,x3V05lvKjT0dBUpurple,purple,high,self,even,4.0,4,1142,462.0,9.0,914.0,18.0,1,472,9,True,True,1,10
x3V05lvKjT0dBU,x3V05lvKjT0dBUred,red,high,self,even,4.0,4,952,491.5,10.0,958.0,20.0,1,492,10,True,True,1,9
xGio19veqpXLXC,xGio19veqpXLXCpurple,purple,high,self,uneven,14.0,5,1254,450.0,0.0,890.0,0.0,0,466,0,False,False,0,0
xGio19veqpXLXC,xGio19veqpXLXCred,red,high,self,uneven,14.0,3,432,536.0,0.0,1072.0,0.0,0,614,0,False,False,0,0
xiDn9bfGiXWDVe,xiDn9bfGiXWDVepurple,purple,low,self,even,5.0,4,3104,543.0,18.0,543.0,18.0,2,493,18,True,False,0,0
xiDn9bfGiXWDVe,xiDn9bfGiXWDVered,red,low,self,even,5.0,4,3187,522.0,0.0,522.0,0.0,0,457,0,False,True,2,18
xnwLLRIfDeY55A,xnwLLRIfDeY55Apurple,purple,high,self,uneven,12.0,3,952,512.0,0.0,950.0,0.0,2,514,14,True,True,9,47
xnwLLRIfDeY55A,xnwLLRIfDeY55Ared,red,high,self,uneven,12.0,5,894,518.5,46.5,994.0,93.0,9,545,47,True,True,2,14
xoeqSDpQqXmeI7,xoeqSDpQqXmeI7purple,purple,high,self,even,5.0,4,1028,477.5,0.0,935.0,0.0,3,486,12,True,True,1,13
xoeqSDpQqXmeI7,xoeqSDpQqXmeI7red,red,high,self,even,5.0,4,794,525.0,13.0,990.0,26.0,1,503,13,True,True,3,12
xpwasKCgvCyvFR,xpwasKCgvCyvFRpurple,purple,high,full,even,11.0,4,1255,458.0,86.0,881.0,172.0,20,453,86,True,True,20,95
xpwasKCgvCyvFR,xpwasKCgvCyvFRred,red,high,full,even,11.0,4,856,508.0,96.0,986.0,192.0,20,471,95,True,True,20,86
xwJARLAabTZKjr,xwJARLAabTZKjrpurple,purple,low,self,even,14.0,4,2829,587.0,1.0,587.0,1.0,1,526,1,True,False,0,0
xwJARLAabTZKjr,xwJARLAabTZKjrred,red,low,self,even,14.0,4,3000,553.0,0.0,553.0,0.0,0,492,0,False,True,1,1
xyB4sEvHF0TDqX,xyB4sEvHF0TDqXpurple,purple,high,self,uneven,8.0,3,370,552.5,7.0,1090.0,14.0,2,602,21,True,True,3,3
xyB4sEvHF0TDqX,xyB4sEvHF0TDqXred,red,high,self,uneven,8.0,5,1250,473.0,3.0,891.0,6.0,3,470,3,True,True,2,21
y3b4UJinRpphER,y3b4UJinRpphERpurple,purple,low,self,uneven,10.0,3,2850,581.0,39.0,581.0,39.0,10,513,39,True,True,16,53
y3b4UJinRpphER,y3b4UJinRpphERred,red,low,self,uneven,10.0,5,3151,522.0,53.0,522.0,53.0,16,474,53,True,True,10,39
yExSMPVAyBy9Yi,yExSMPVAyBy9Yipurple,purple,high,full,uneven,4.0,5,1248,462.0,1.0,894.0,2.0,2,485,15,True,False,0,0
yExSMPVAyBy9Yi,yExSMPVAyBy9Yired,red,high,full,uneven,4.0,3,478,547.5,0.0,1060.0,0.0,0,552,0,False,True,2,15
yGXf0uEtaQzN97,yGXf0uEtaQzN97purple,purple,low,self,uneven,3.0,5,2968,529.0,14.0,529.0,14.0,1,485,14,True,False,0,0
yGXf0uEtaQzN97,yGXf0uEtaQzN97red,red,low,self,uneven,3.0,3,2430,654.0,0.0,654.0,0.0,0,579,0,False,True,1,14
yJ1WHQ0RMpmLPq,yJ1WHQ0RMpmLPqpurple,purple,high,full,uneven,9.0,3,397,543.0,0.0,1081.0,0.0,0,607,0,False,True,1,11
yJ1WHQ0RMpmLPq,yJ1WHQ0RMpmLPqred,red,high,full,uneven,9.0,5,1223,457.0,11.0,899.0,22.0,1,476,11,True,False,0,0
yM7Mq6iCXeB9Sv,yM7Mq6iCXeB9Svpurple,purple,low,full,uneven,5.0,5,3081,532.0,0.0,532.0,0.0,0,468,0,False,False,0,0
yM7Mq6iCXeB9Sv,yM7Mq6iCXeB9Svred,red,low,full,uneven,5.0,3,2171,696.0,0.0,696.0,0.0,0,622,0,False,False,0,0
yNaS2Bq6dttKqL,yNaS2Bq6dttKqLpurple,purple,low,full,uneven,11.0,3,2328,626.0,0.0,626.0,0.0,0,587,0,False,True,3,22
yNaS2Bq6dttKqL,yNaS2Bq6dttKqLred,red,low,full,uneven,11.0,5,3071,534.0,22.0,534.0,22.0,3,484,22,True,False,0,0
yOIPc2hq9cwTcp,yOIPc2hq9cwTcppurple,purple,low,full,even,4.0,4,3012,552.0,0.0,552.0,0.0,0,484,0,False,False,0,0
yOIPc2hq9cwTcp,yOIPc2hq9cwTcpred,red,low,full,even,4.0,4,2650,602.0,0.0,602.0,0.0,0,536,0,False,False,0,0
yOY40J4qWxVxA1,yOY40J4qWxVxA1purple,purple,low,self,even,11.0,4,3006,537.0,0.0,537.0,0.0,0,496,0,False,False,0,0
yOY40J4qWxVxA1,yOY40J4qWxVxA1red,red,low,self,even,11.0,4,2945,561.0,0.0,561.0,0.0,0,500,0,False,False,0,0
yPQzz9iPJVUCQm,yPQzz9iPJVUCQmpurple,purple,high,full,uneven,12.0,3,151,620.5,0.0,1152.0,0.0,3,648,13,True,True,6,44
yPQzz9iPJVUCQm,yPQzz9iPJVUCQmred,red,high,full,uneven,12.0,5,1150,486.0,13.0,923.0,26.0,6,480,44,True,True,3,13
yoZ6vpODYaJIyo,yoZ6vpODYaJIyopurple,purple,low,full,uneven,11.0,5,3167,505.0,15.0,505.0,15.0,4,456,15,True,True,1,7
yoZ6vpODYaJIyo,yoZ6vpODYaJIyored,red,low,full,uneven,11.0,3,2574,619.0,7.0,619.0,7.0,1,549,7,True,True,4,15
yvS8lPfYPkwZyu,yvS8lPfYPkwZyupurple,purple,low,full,even,2.0,4,3132,533.0,9.0,533.0,9.0,1,482,9,True,True,1,8
yvS8lPfYPkwZyu,yvS8lPfYPkwZyured,red,low,full,even,2.0,4,2881,574.0,8.0,574.0,8.0,1,520,8,True,True,1,9
z0O7HwJVCNFeQW,z0O7HwJVCNFeQWpurple,purple,low,full,uneven,8.0,3,1997,713.0,0.0,713.0,0.0,0,642,0,False,False,0,0
z0O7HwJVCNFeQW,z0O7HwJVCNFeQWred,red,low,full,uneven,8.0,5,3246,511.0,0.0,511.0,0.0,0,444,0,False,False,0,0
z0X3T2CyienXi6,z0X3T2CyienXi6purple,purple,high,full,uneven,0.0,5,1247,455.0,14.0,895.0,28.0,8,507,32,True,False,0,0
z0X3T2CyienXi6,z0X3T2CyienXi6red,red,high,full,uneven,0.0,3,752,538.5,0.0,1004.0,0.0,0,537,0,False,True,8,32
z9iAhAIiy9Iuee,z9iAhAIiy9Iueepurple,purple,high,self,uneven,13.0,3,851,504.5,62.0,977.0,124.0,16,475,62,True,True,23,74
z9iAhAIiy9Iuee,z9iAhAIiy9Iueered,red,high,self,uneven,13.0,5,1184,465.5,73.0,916.0,146.0,23,458,74,True,True,16,62
zEsErbuvrMr0Hg,zEsErbuvrMr0Hgpurple,purple,low,self,uneven,6.0,5,3263,475.0,72.0,475.0,72.0,18,459,70,True,True,12,49
zEsErbuvrMr0Hg,zEsErbuvrMr0Hgred,red,low,self,uneven,6.0,3,2646,617.0,49.0,617.0,49.0,12,528,49,True,True,18,70
zJ3HGb5JBocd03,zJ3HGb5JBocd03purple,purple,high,self,uneven,13.0,3,580,528.0,66.0,1056.0,132.0,19,554,88,True,True,20,72
zJ3HGb5JBocd03,zJ3HGb5JBocd03red,red,high,self,uneven,13.0,5,1389,448.0,71.0,853.0,142.0,20,397,72,True,True,19,88
zNOjNV4uWPQlRp,zNOjNV4uWPQlRppurple,purple,low,self,even,6.0,4,3548,452.0,62.0,452.0,62.0,12,418,62,True,True,12,53
zNOjNV4uWPQlRp,zNOjNV4uWPQlRpred,red,low,self,even,6.0,4,3411,481.0,53.0,481.0,53.0,12,441,53,True,True,12,62
zRDK2ekdFueGoR,zRDK2ekdFueGoRpurple,purple,low,self,uneven,4.0,5,2735,585.0,142.0,585.0,142.0,31,548,142,True,True,20,99
zRDK2ekdFueGoR,zRDK2ekdFueGoRred,red,low,self,uneven,4.0,3,2779,562.0,101.0,562.0,101.0,20,458,99,True,True,31,142
zRNUjyaiWBgEP0,zRNUjyaiWBgEP0purple,purple,high,self,uneven,3.0,3,1181,460.0,62.0,905.0,124.0,14,448,62,True,True,25,130
zRNUjyaiWBgEP0,zRNUjyaiWBgEP0red,red,high,self,uneven,3.0,5,1112,461.0,104.0,922.0,208.0,25,537,130,True,True,14,62
